movie_id;person_id;person_name;job;department;credit_id;gender;profile_path
100042;7396;Peter Farrelly;Producer;Production;54e369e29251412c8e003800;2;/gJcM7v6tTOKXfiqhtH3GcCyojgv.jpg
100042;7396;Peter Farrelly;Writer;Writing;54e369a09251411956009e29;2;/gJcM7v6tTOKXfiqhtH3GcCyojgv.jpg
100042;7407;Bradley Thomas;Producer;Production;54e369fe9251412c8e003803;2;
100042;7408;Charles B. Wessler;Producer;Production;54e36a10c3a368454100acdf;2;
100042;15017;Bill Corso;Makeup Artist;Costume & Make-Up;56abe1229251417e1a00368e;2;/iL7zT7LUL5p7aBuKfQa4vXF4bAt.jpg
100042;21800;Mike Cerrone;Writer;Writing;54e369bbc3a36823d4000e10;2;/rRrB6B6ycK10P2xreQaWzFJ9CbC.jpg
100042;42634;Aaron Osborne;Production Design;Art;54e36aa6925141454f007360;2;
100042;45830;Danny Dimbort;Executive Producer;Production;54e36a1c9251411956009e39;2;
100042;51702;Brad Krevoy;Executive Producer;Production;54e36a449251412c8e00380e;2;
100042;51703;Steven Stabler;Executive Producer;Production;54e36a61c3a368454100ace7;2;
100042;55162;Bennett Yellin;Writer;Writing;52fe49c8c3a36847f81a5ee3;2;
100042;74619;Sean Anders;Writer;Writing;54e3695cc3a368087b003812;2;/o3DDfIrbhETjJxuORuTEbm29DIU.jpg
100042;179974;David Koplan;Executive Producer;Production;54e36a36c3a368454b008da5;2;
100042;212576;John Morris;Writer;Writing;54e3697ec3a36857560086ea;0;/7FLzIRy3Sf7r7PoVDnLLg1AJbdr.jpg
100042;989320;Steven Rasch;Editor;Editing;54e36a88c3a368575600870b;2;
100042;1027545;Riza Aziz;Producer;Production;54e369c89251412c8e0037fb;0;/7r9bReeCJHFY577kdvWE62U11sb.jpg
100042;1027550;Joey McFarland;Producer;Production;54e369f0c3a36823d4000e21;0;/1FwGG5lkwaSj3NeAW6059XugCKL.jpg
100042;1428252;Christian Mercuri;Executive Producer;Production;54e36a51c3a368486f001551;0;
100042;1428255;Empire of the Sun;Original Music Composer;Sound;54e36a6dc3a368454b008db8;0;
100046;23861;Michael Cowan;Executive Producer;Production;5565a1a1c3a3687ad900163d;2;/9zsnwLhApq4ZPiPppq63i0KHUA2.jpg
100046;51856;Jenna Fischer;Producer;Production;52fe49c8c3a36847f81a5fad;1;/i8jVPF6H6OxuXcZwKUSNYJjkZJy.jpg
100046;111212;Michael O. Gallant;Executive Producer;Production;52fe49c8c3a36847f81a5fb3;0;
100046;212267;Michael Nardelli;Producer;Production;52fe49c8c3a36847f81a5fbf;2;
100046;937093;Rich Ragsdale;Original Music Composer;Sound;52fe49c8c3a36847f81a5fd1;2;
100046;1023127;Lee Kirk;Director;Directing;52fe49c8c3a36847f81a5f9b;0;
100046;1023127;Lee Kirk;Writer;Writing;570903249251415bc700321f;0;
100046;1023134;Molly Hassell;Producer;Production;52fe49c8c3a36847f81a5fb9;0;
100046;1023140;Tim Nardelli;Executive Producer;Production;52fe49c8c3a36847f81a5fc5;0;
100046;1023141;Brent Stiefel;Producer;Production;52fe49c8c3a36847f81a5fcb;0;
100085;1023400;Marta Arribas;Director;Directing;52fe49cac3a36847f81a67c7;0;
100085;1023401;Ana Pérez;Director;Directing;52fe49cac3a36847f81a67cd;0;
100089;30053;David Michael Latt;Producer;Production;52fe49cbc3a36847f81a68cb;2;
100089;79390;Paul Bales;Writer;Writing;52fe49cbc3a36847f81a68d7;2;
100089;79392;Alexander Yellen;Director of Photography;Camera;5358e3d10e0a260691008f57;2;
100089;128499;Brett Bach;Supervising Sound Editor;Sound;54a012e1925141312900b126;2;
100089;128499;Brett Bach;Sound Re-Recording Mixer;Sound;54a0134a92514121270018db;2;
100089;128762;Mark Quod;Post Production Supervisor;Crew;54a012c0925141313200a682;2;
100089;128763;Chris Ridenhour;Original Music Composer;Sound;52fe49cbc3a36847f81a68dd;2;
100089;139435;Edward Payson;Art Direction;Art;52fe49cbc3a36847f81a68fb;0;
100089;211900;Gerald Webb;Casting;Production;52fe49cbc3a36847f81a68ef;2;/ndeC3GwyeR8lPzzKld8DFP9hxIA.jpg
100089;236844;David Rimawi;Executive Producer;Production;538b2f880e0a266712001b42;2;
100089;935290;Amber Hamzeh;Costume Design;Costume & Make-Up;52fe49cbc3a36847f81a6929;0;
100089;1001721;Alexa Roland;Production Design;Art;52fe49cbc3a36847f81a68f5;1;
100089;1023419;Joseph J. Lawson;Director;Directing;52fe49cbc3a36847f81a68c5;2;
100089;1023419;Joseph J. Lawson;Visual Effects Supervisor;Visual Effects;54a0135f925141312300a93a;2;
100089;1023424;Rob Pallatina;Editor;Editing;52fe49cbc3a36847f81a68e9;2;
100089;1085032;Steve Neal;Sound Designer;Sound;54a01331925141312300a937;2;
100089;1094460;Kyle Caraher;Set Decoration;Art;54a01288925141236b0018c8;0;
100089;1405334;Carleigh Herbert;Makeup Department Head;Costume & Make-Up;54a012aa925141312300a92e;0;
100089;1405335;Jon Edwards;Steadicam Operator;Camera;54a0137bc3a36855420077d7;0;
100089;1405336;Sean Patrick Watkins;Still Photographer;Camera;54a0138f925141312900b138;0;
100089;1405339;Steve Goodloe;Gaffer;Lighting;54a013abc3a3680b27009255;0;
100089;1405340;Johannes Goetz;Translator;Crew;54a013c9c3a3680b2700925e;0;
100167;28283;Buddy Giovinazzo;Screenplay;Writing;546ca984925141304c001840;0;/HnFZ79Yl4t3ltLXXmV50XjUfVn.jpg
100167;28283;Buddy Giovinazzo;Director;Directing;52fe49cec3a36847f81a73cb;0;/HnFZ79Yl4t3ltLXXmV50XjUfVn.jpg
100183;2070;Chris Gill;Editor;Editing;52fe49cfc3a36847f81a7551;2;
100183;56626;Jamie Carmichael;Executive Producer;Production;52fe49cfc3a36847f81a752d;0;
100183;56627;Arabella Page Croft;Producer;Production;52fe49cfc3a36847f81a7527;0;
100183;56628;Kieran Parker;Producer;Production;52fe49cfc3a36847f81a7521;0;
100183;56630;Nigel Thomas;Executive Producer;Production;52fe49cfc3a36847f81a751b;0;
100183;56635;Steve Barker;Director;Directing;52fe49cfc3a36847f81a750f;2;
100183;56636;Rae Brunton;Writer;Writing;52fe49cfc3a36847f81a7515;0;
100183;56639;Kate Plantin;Casting;Production;52fe49cfc3a36847f81a7533;0;
100183;56642;Alison Mitchell;Costume Design;Costume & Make-Up;52fe49cfc3a36847f81a753f;0;
100183;1037754;James Lapsley;Production Design;Art;52fe49cfc3a36847f81a7539;0;
100183;1037756;Niamh Morrison;Makeup Artist;Costume & Make-Up;52fe49cfc3a36847f81a7545;0;
100183;1037760;Paul Hyett;Makeup Effects;Crew;52fe49cfc3a36847f81a754b;0;/hYlSgHmHlaZpt3yDoShtB84jjaq.jpg
100183;1037762;Darran Tiernan;Director of Photography;Camera;536e94dfc3a368121800d233;0;
100185;79690;Ray Argall;Director;Directing;52fe49cfc3a36847f81a759d;2;
100185;79690;Ray Argall;Writer;Writing;52fe49cfc3a36847f81a75a3;2;
100185;1023666;Cristina Pozzan;Producer;Production;52fe49cfc3a36847f81a75a9;0;
100196;1023674;Alan Wade;Director;Directing;52fe49cfc3a36847f81a76b1;0;
100196;1023675;Branimir Šćepanović;Author;Writing;52fe49cfc3a36847f81a76b7;0;
100196;1023676;Alan Wade;Writer;Writing;52fe49cfc3a36847f81a76bd;0;
100205;98539;Frank Zappa;Director;Directing;52fe49d0c3a36847f81a78ff;2;/j7LpfGOth44C2QpEhFDx6QTJMek.jpg
100205;98539;Frank Zappa;Producer;Production;52fe49d0c3a36847f81a7905;2;/j7LpfGOth44C2QpEhFDx6QTJMek.jpg
100246;1024165;Winsor McCay;Director;Directing;52fe49d1c3a36847f81a7c99;2;/x74p5m1puvickwCeiljLwILJMAD.jpg
100246;1024165;Winsor McCay;Writer;Writing;52fe49d1c3a36847f81a7cb3;2;/x74p5m1puvickwCeiljLwILJMAD.jpg
100257;27916;W. Somerset Maugham;Story;Writing;52fe49d1c3a36847f81a7df9;2;/mseHL0TUkLcRXds5Pwjmbec8hyt.jpg
100257;35318;Ken Annakin;Director;Directing;52fe49d1c3a36847f81a7dc5;2;/8oFZguwvvd1F3CETULi37Gq1ZtL.jpg
100257;65854;R.C. Sherriff;Writer;Writing;52fe49d1c3a36847f81a7dcb;2;
100257;97212;Harold French;Director;Directing;5321e429c3a3685745003618;0;
100257;103589;Arthur Crabtree;Director;Directing;52fe49d1c3a36847f81a7dbf;0;/lwJOyPBCvlRLsfBe8SPRgz9fE2L.jpg
100257;115372;Ralph Smart;Director;Directing;52fe49d1c3a36847f81a7db3;2;
100270;15604;Nacho Ruiz Capillas;Editor;Editing;52fe49d2c3a36847f81a7fcd;2;
100270;96694;Sergio Moure;Music;Sound;52fe49d2c3a36847f81a7fc1;0;
100270;98398;Carlos Ferro;Cinematography;Crew;52fe49d2c3a36847f81a7fc7;0;
100270;237583;Juan Martínez Moreno;Screenplay;Writing;52fe49d2c3a36847f81a7fa3;0;
100270;237583;Juan Martínez Moreno;Director;Directing;52fe49d2c3a36847f81a7f85;0;
100270;1034171;Emma Lustres;Producer;Production;52fe49d2c3a36847f81a7fb5;1;
100270;1096644;Borja Pena;Executive Producer;Production;52fe49d2c3a36847f81a7fbb;0;
100270;1106899;Tomás Cimadevilla;Producer;Production;52fe49d2c3a36847f81a7fa9;2;/eUV2Clw6pcRXMpTGE4irNLGrmaM.jpg
100270;1106900;Beatriz Delgado;Executive Producer;Production;52fe49d2c3a36847f81a7faf;0;
100270;1106902;Sandra Frantz;Art Direction;Art;52fe49d2c3a36847f81a7fd3;0;
100272;1024214;Keith Wright;Director;Directing;52fe49d2c3a36847f81a8089;0;
100272;1024214;Keith Wright;Writer;Writing;52fe49d2c3a36847f81a808f;0;
100275;166530;Jonathan Rannells;Writer;Writing;52fe49d2c3a36847f81a80df;2;
100275;179266;Alex Epstein;Story;Writing;52fe49d2c3a36847f81a80e5;0;
100275;1024216;Boris Rodriguez;Screenplay;Writing;52fe49d2c3a36847f81a80eb;0;
100275;1024216;Boris Rodriguez;Director;Directing;52fe49d2c3a36847f81a80cd;0;
100275;1024216;Boris Rodriguez;Producer;Production;56139b9c925141478d00def2;0;
100275;1035176;Sara Kay;Casting;Production;56139be9c3a36818a1000a3c;1;/egXo7nM0a8my0ITjrcN5pt8vL9M.jpg
100275;1078982;Ronnie Fridthjof;Producer;Production;56139b879251412d06001d44;0;
100275;1119430;Philippe Kress;Director of Photography;Camera;56139bc29251414ec6008343;0;
100275;1516101;Jenny Lewis;Casting;Production;56139bfcc3a36868140192d4;1;/6y5cKHxz8p7QK5YETtOmsUwZiQj.jpg
100275;1519334;Michael Dobbin;Producer;Production;56139b739251414ec6008339;0;
100275;1519335;David G. Burns;Music;Sound;56139bb0c3a368680e0174ad;2;
100275;1519336;Sara Bøgh;Editor;Editing;56139bd792514172d6001cab;0;
100287;1024221;Bente Milton;Director;Directing;52fe49d2c3a36847f81a8169;0;
100287;1024222;Mikkel Stolt;Director;Directing;52fe49d2c3a36847f81a816f;0;
100450;94158;R. Kelly;Director;Directing;52fe49d9c3a36847f81a996d;2;/e0ogzjN4otIYhK0pKLuKEEFZlR0.jpg
100450;1024313;Jim Swaffield;Director;Directing;52fe49d9c3a36847f81a9973;0;
100490;150181;John Erman;Director;Directing;57e70955925141395b00a907;2;
100490;238565;William Hanley;Writer;Writing;57e709379251416c69002706;2;
100490;1684485;Alexandra Ripley;Novel;Writing;57e70921925141390b00aad8;0;
100529;4023;Suzanne Smith;Casting;Production;562e3fd5925141285700a942;1;/fASNhfD4Tmw6KPW0LoPUycIFxEL.jpg
100529;10419;Suzy Elmiger;Editor;Editing;562e3f9d9251414ab7008f33;1;
100529;27679;Michael London;Producer;Production;562e3f03925141284c00aea3;2;
100529;59478;Jocelyn Hayes;Producer;Production;562e3eeec3a3681b5200abc3;0;
100529;61484;Susan Littenberg;Editor;Editing;562e3fb0925141285700a93d;1;
100529;71621;Jakob Ihre;Director of Photography;Camera;562e3f809251414ad80090c3;2;
100529;82885;Zoe Lister-Jones;Screenplay;Writing;52fe49dbc3a36847f81aa189;1;/3Mhruo66aGTsJiSct1PagomFONv.jpg
100529;131870;Daryl Wein;Screenplay;Writing;52fe49dbc3a36847f81aa183;2;/ymyjlpJ6cMPmMjJo9NapUrHhsOD.jpg
100529;131870;Daryl Wein;Director;Directing;52fe49dbc3a36847f81aa171;2;/ymyjlpJ6cMPmMjJo9NapUrHhsOD.jpg
100529;231832;Jenny Gering;Costume Design;Costume & Make-Up;562e4023c3a3681b5e00a965;1;/9I8OljQNMi8A9Lw0UKQmuSIseJx.jpg
100529;930989;Will Bates;Original Music Composer;Sound;58f87346c3a36875f0005a2e;2;/j7JQ72nm3WB4oSIDtIgXOPEKkpj.jpg
100529;957566;Janice Williams;Producer;Production;562e3f33925141285300b30f;1;
100529;1046729;Jessica Kelly;Casting;Production;562e3fc59251414ab7008f3c;0;
100529;1298750;Phil Mossman;Original Music Composer;Sound;58f873529251415c0300660b;2;/bDx5vQ3JopmqA2IyTl2mj0STwfi.jpg
100529;1338098;Peter Baran;Art Direction;Art;562e3fffc3a3681b5200abe6;2;
100529;1470173;Teresa Mastropierro;Production Design;Art;562e3fe8c3a3681b6100b2f9;1;
100529;1527484;Sheila Bock;Set Decoration;Art;562e4010c3a3681b6100b301;0;
100540;22239;Travis Zariwny;Production Design;Art;559b94c09251413ccf001252;0;
100540;35145;Adrienne Stern;Casting;Production;559b94a7c3a368719a001333;1;/kyAYcuy7NVLSaXWJELbsyW87EY0.jpg
100540;87288;Jonny Gillette;Producer;Production;559b937dc3a3687179001431;0;
100540;121608;James Westby;Editor;Editing;559b9480c3a368719a00132d;2;
100540;204272;Jason Wells;Sound Designer;Sound;559b95c1c3a368719a00134d;0;
100540;204272;Jason Wells;Music;Sound;559b94649251414940000156;0;
100540;1024820;Mischa Webley;Director;Directing;52fe49dbc3a36847f81aa255;0;
100540;1024820;Mischa Webley;Writer;Writing;559b93d59251414882000100;0;
100540;1330585;Angelique Paull;Costume Design;Costume & Make-Up;559b950cc3a36871950012db;0;
100540;1366075;Jean Margaret Thomas;Gaffer;Lighting;559b9631c3a368717b0013ab;0;
100540;1434899;Christina Kortum;Makeup Artist;Costume & Make-Up;559b9532c3a368717900145d;0;
100540;1456354;T.J. Williams Jr.;Steadicam Operator;Camera;559b96059251413cc9001439;0;
100540;1485161;Zach Hagen;Producer;Production;559b93b5c3a36871820011d5;0;
100540;1485162;Eric Billman;Director of Photography;Camera;559b9425c3a3687176001480;0;
100540;1485163;Kent Daniels;Art Direction;Art;559b94d59251413cd500126b;0;
100540;1485164;Kim Donohue;Makeup Artist;Costume & Make-Up;559b9545c3a368717600149c;0;
100540;1485165;Jonathan Cranmer;Property Master;Crew;559b9560c3a36871820011fa;0;
100540;1485166;T.J. Brown;Construction Coordinator;Art;559b95799251413cc60012f6;0;
100540;1485170;David Short;Camera Operator;Camera;559b95eac3a368719e00126a;0;
100540;1485172;Yona Prost;Script Supervisor;Directing;559b964ac3a368718200120e;0;
100830;1033621;Mathieu Oullion;Writer;Writing;52fe49e2c3a36847f81aba23;0;/nKap51e5o7k0p86RgUYY35OxobD.jpg
100830;78221;Romain Lévy;Director;Directing;58950308c3a36808980025d5;0;/zCBQ4z01IhbKcnafkgd8uFXSWG9.jpg
100830;78221;Romain Lévy;Writer;Writing;58950312c3a368089b0027c2;0;/zCBQ4z01IhbKcnafkgd8uFXSWG9.jpg
101;59;Luc Besson;Director;Directing;52fe4217c3a36847f8003679;2;/dXJdczT1NcvcZtnoWVGT0NmG11v.jpg
101;60;Patrice Ledoux;Producer;Production;52fe4217c3a36847f800367f;2;
101;996;Eric Serra;Original Music Composer;Sound;52fe4217c3a36847f8003685;0;/iY45MsVHxI4DLTqk9zKEl3XHRmd.jpg
101;997;Thierry Arbogast;Director of Photography;Camera;52fe4217c3a36847f800368b;2;
101;998;Sylvie Landra;Editor;Editing;52fe4217c3a36847f8003691;1;
101;999;Todd M. Thaler;Casting;Production;52fe4217c3a36847f8003697;2;
101;1000;Dan Weil;Production Design;Art;52fe4217c3a36847f800369d;2;
101;1001;Gerard Drolon;Art Direction;Art;52fe4217c3a36847f80036a3;0;
101;1002;Françoise Benoît-Fresco;Set Decoration;Art;52fe4217c3a36847f80036a9;0;
101;907;Magali Guidasci;Costume Design;Costume & Make-Up;52fe4217c3a36847f80036af;1;
101;59;Luc Besson;Screenplay;Writing;52fe4217c3a36847f80036c9;2;/dXJdczT1NcvcZtnoWVGT0NmG11v.jpg
101;1288056;Sylvette Baudrot;Script Supervisor;Directing;59178e9a925141580d038ba8;0;
101;1770105;Patrick Camboulive;Still Photographer;Camera;59178ea9c3a368371b02a470;0;
101;1816483;Claude Serra;Executive Music Producer;Crew;59181180c3a36840aa03bf68;0;
101;10052;François Groult;Sound Re-Recording Mixer;Sound;591817a2c3a36842d60434e6;0;
101;28686;Gérard Lamps;Sound Re-Recording Mixer;Sound;591817adc3a368423c04234e;0;
101;10054;Bruno Tarrière;Sound Re-Recording Mixer;Sound;5918186ec3a368371b03316c;0;
101;8392;Pascal Chaumeil;First Assistant Director;Directing;59181890c3a36842d60435b0;2;/6imfuNPZR7hKZbbmMuUxPI0LHRj.jpg
101;34540;Peter Bucossi;Stunt Coordinator;Crew;59181914c3a3683fb603dd7c;2;
101006;6151;Marianne Slot;Producer;Production;58fb6ccfc3a3687a2500dd5b;0;
101006;28503;Luis Miñarro;Producer;Production;58fb6d46925141642f00e626;0;
101006;32168;Christoph Hahnheiser;Co-Producer;Production;58fb6d5b925141642800e22c;0;
101006;68145;Lucio Bonelli;Director of Photography;Camera;58fb6cc7c3a36879be00e4f3;2;
101006;1002601;Lisandro Alonso;Director;Directing;52fe49e6c3a36847f81ac6f3;2;/dtM6Pj4FTlDy2YV7iQeLqv1S2ud.jpg
101006;1002601;Lisandro Alonso;Producer;Production;58fb6d64925141640b00e500;2;/dtM6Pj4FTlDy2YV7iQeLqv1S2ud.jpg
101006;1002601;Lisandro Alonso;Writer;Writing;58fb6cb0925141642f00e5ba;2;/dtM6Pj4FTlDy2YV7iQeLqv1S2ud.jpg
101006;1022346;Salvador Roselli;Screenplay;Writing;58fb6cb8c3a36879be00e4e7;2;
101006;1159608;Flor Maleva;Original Music Composer;Sound;58fb6cc0925141640b00e482;0;
101006;1159613;Ilse Hughan;Producer;Production;58fb6d50925141643c00e3f4;0;
101176;230395;Jonathan Zarantonello;Director;Directing;52fe49e9c3a36847f81ad081;0;
101176;1080550;Paolo Guerrieri;Writer;Writing;52fe49e9c3a36847f81ad087;0;
101176;592716;Luigi Sardiello;Writer;Writing;52fe49e9c3a36847f81ad08d;0;
101176;230395;Jonathan Zarantonello;Writer;Writing;52fe49e9c3a36847f81ad093;0;
101176;230395;Jonathan Zarantonello;Novel;Writing;58ff0ccf92514107d0006827;0;
101176;56503;Andrew Strahorn;Director of Photography;Camera;58ff0ce3c3a368532200670f;2;
101176;1191309;Clelio Benevento;Editor;Editing;58ff0cf2c3a3685390005c18;0;
101176;11776;Charles Bornstein;Editor;Editing;58ff0d02925141081d006307;2;
101226;1938;Henry Mancini;Original Music Composer;Sound;530fef40c3a3682a02000671;2;/1MxXchHmzEu3IZFEtp95vm093MX.jpg
101226;4308;Russell Harlan;Director of Photography;Camera;56d4c736c3a3681e3c017425;2;/yDYlBTYPEMARI8sKwPjnleqQvFL.jpg
101226;4309;Folmar Blangsted;Editor;Editing;530fef5ec3a3682a02000673;2;
101226;7337;Joseph C. Wright;Art Direction;Art;530fef6ac3a36829d3000718;0;
101226;10189;Donfeld;Costume Design;Costume & Make-Up;530fef84c3a36829d300071f;2;
101226;10918;Howard Bristol;Set Decoration;Art;530fef77c3a36829ef0006c4;2;
101226;67451;Delbert Mann;Director;Directing;52fe49eac3a36847f81ad4a1;2;/og3XZHwLtTjoxD2hNdORK2vXT67.jpg
101226;176871;Tad Mosel;Screenplay;Writing;52fe49eac3a36847f81ad4e3;0;
101281;47399;Frank Tashlin;Director;Directing;52fe49edc3a36847f81addcd;2;/grAjH8s8DH71E9pdnLMd84tXFWl.jpg
101281;47399;Frank Tashlin;Writer;Writing;52fe49edc3a36847f81addd3;2;/grAjH8s8DH71E9pdnLMd84tXFWl.jpg
101281;151527;Budd Grossman;Writer;Writing;52fe49edc3a36847f81addd9;2;
101281;151527;Budd Grossman;Screenplay;Writing;52fe49edc3a36847f81adddf;2;
101281;21507;Jack Cummings;Producer;Production;52fe49edc3a36847f81adde5;2;
101281;71258;John Williams;Music;Sound;52fe49edc3a36847f81addeb;0;
101281;11443;Hugh S. Fowler;Editor;Editing;52fe49edc3a36847f81addf7;2;
101281;1027081;Leland Fuller;Art Direction;Art;52fe49edc3a36847f81addfd;2;
101281;9061;Jack Martin Smith;Art Direction;Art;52fe49edc3a36847f81ade03;2;
101281;5806;Daniel L. Fapp;Director of Photography;Camera;598cc87e9251414c0b000371;2;/iVQCNRHUxLnbp6Xs73kSzyXmlmV.jpg
101289;17843;Harry Kurnitz;Screenplay;Writing;52fe49edc3a36847f81adfb7;2;/AavMMtPOF9e6qjktWazo9gJzSSq.jpg
101289;21311;Wesley Ruggles;Director;Directing;52fe49edc3a36847f81adfb1;2;/jSuOuGRWcpc9ZokELY2OmXcEa9L.jpg
101289;1218841;Marion Hargrove;Author;Writing;52fe49edc3a36847f81adfd1;0;
101307;493;Michael Kahn;Editor;Editing;58f7ceb992514109040013d5;2;/jb4Y9q1q91VRQJue0VXhU7VcXce.jpg
101307;862;George C. Scott;Director;Directing;52fe49eec3a36847f81ae2d9;2;/mINHwB258stf5M4AZcpzXK1GRjW.jpg
101307;9217;Lalo Schifrin;Original Music Composer;Sound;58070798c3a3684ee5011bd1;2;
101307;19102;Fred J. Koenekamp;Director of Photography;Camera;580707a0c3a3684c740102bd;2;/yxTbBWproHj24o8yrTLEjtzlF9u.jpg
101307;46602;Fred Weintraub;Producer;Production;58f7ceae92514109040013cc;2;
101307;118254;Frank Paul Sylos;Art Direction;Art;58f7cecf9251410919001279;2;
101307;566357;Leonard A. Mazzola;Set Decoration;Art;58f7ced99251410919001280;0;
101307;1049459;Philip Friedman;Writer;Writing;52fe49eec3a36847f81ae2f3;0;
101307;1344219;Dan Kleinman;Writer;Writing;58f7ce97c3a3680b8900107d;0;
101307;1427802;Steven R. Stevens;Casting;Production;58f7cec592514109040013e0;0;
101362;587204;Jan Batory;Director;Directing;52fe49f0c3a36847f81ae853;0;
101362;1027209;Joanna Chmielewska;Screenplay;Writing;52fe49f0c3a36847f81ae859;0;
101383;13335;Adolph Zukor;Producer;Production;52fe49f0c3a36847f81ae9e3;0;
101383;772490;Julian Johnson;Director;Directing;57a7c43892514157980008ca;2;
101383;772490;Julian Johnson;Writer;Writing;52fe49f0c3a36847f81ae9f5;2;
101383;1004059;Jesse L. Lasky;Producer;Production;52fe49f0c3a36847f81ae9e9;0;
101383;1027221;Emanuel Cohen;Editor;Editing;52fe49f0c3a36847f81ae9ef;0;
101383;1027223;Manny Baer;Music;Sound;52fe49f0c3a36847f81ae9ff;0;
101383;1027224;Joseph T. Rucker;Cinematography;Crew;52fe49f0c3a36847f81aea05;0;
101383;1027225;Willard Van der Veer;Cinematography;Crew;52fe49f0c3a36847f81aea0b;0;
101444;5561;Antonio Margheriti;Director;Directing;52fe49f1c3a36847f81aee63;0;/mQE61ZpPTZqQFJ4wHy1WA0Iz8Te.jpg
101444;29389;Carlo Savina;Original Music Composer;Sound;55db985192514162d40002cd;0;
101444;38590;Alberto Moriani;Editor;Editing;57701b5dc3a3683733001254;0;
101444;53187;Gianfranco Couyoumdjian;Producer;Production;55db9835c3a3687bb80001d6;0;
101444;53187;Gianfranco Couyoumdjian;Story;Writing;55db9825925141699e00023e;0;
101444;92928;Tito Carpi;Screenplay;Writing;55db9817c3a368795200020d;0;
101444;95657;Sandro Mancori;Cinematography;Crew;55db9842c3a3687952000210;0;
101444;1202524;Elio Micheli;Production Design;Art;57701b6992514108b700019f;0;
101444;1202524;Elio Micheli;Costume Design;Costume & Make-Up;57701b759251417bd300067f;0;
101444;1266717;Massimo Giustini;Makeup Artist;Costume & Make-Up;57701b829251410973000143;0;
101444;1641757;Claudia Giustini;Hairstylist;Costume & Make-Up;57701b9992514160a500118e;0;
101514;94045;Bill Corcoran;Director;Directing;560f6180c3a368681700e28f;2;
