movie_id;title;original_title;original_language;budget;revenue;runtime;popularity;vote_average;vote_count;release_date;status;adult;homepage;imdb_id;poster_path;tagline;overview;video
100529;Lola Versus;Lola Versus;en;0;252603;87;4.296441;4.8;55;2012-04-24;Released;false;http://www.lolaversus.com/;tt1710417;/6WNUwaz7HVTzBsvPH9sX4rZ38Ae.jpg;Lola vs. Sex, Love, Lola, The World.;Just three weeks before her wedding, Lola (Greta Gerwig) finds herself suddenly without a partner when her longtime fiance, Luke (Joel Kinnaman), dumps her. With her 30th birthday looming and being forced to re-enter the New York City dating scene, she feels adrift in a cold world. She leans on her friends (Zoe Lister-Jones, Hamish Linklater) for support but, after a series of romantic humiliations, professional blunders and boozy antics, Lola realizes that she alone is in charge of her fate.;false
100540;The Kill Hole;The Kill Hole;en;300000;0;91;0.220524;4.9;4;2012-08-28;Released;false;http://www.thekillholemovie.com/;tt1727373;/iahGPiKmjdyEtCMeVEMYhfYqgag.jpg;;The shadow of war follows a troubled Iraq War vet as he is forced to pursue one of his own into the Pacific Northwest wilderness to finally confront a war crime that has haunted them both.;false
100830;Radiostars;Radiostars;fr;0;0;100;3.061471;5.6;58;2012-04-11;Released;false;;tt2104080;/wcfzfvCrO8K3cB9U4dIoIUXoZbB.jpg;;Ben, who dreamed of himself as a comic in New York, is back in Paris, his professional and emotional life in complete disarray. He encounters Alex, the star host of the Breakfast Club, a popular morning radio show. With Cyril, a forty-something who'd prefer not to be, and Arnold, the charismatic leader of the gang, they call the shots on Blast FM. In next to no time Ben is hired to write for them. He's barely joined the team when a tidal wave hits the station: Breakfast Club listenership is in free fall. They set out on a bus to travel to every corner of France to meet and win over their public once again. For these arrogant Parisians, a real journey of initiation arises from this radio-phonic road trip, shaking up all their certainties.;false
101;Leon: The Professional;Léon;fr;16000000;45284974;110;20.477329;8.2;4293;1994-09-14;Released;false;;tt0110413;/gE8S02QUOhVnAmYu4tcrBlMTujz.jpg;If you want a job done well, hire a professional.;"""Leon, the top hit man in New York, has earned a rep as an effective """"cleaner"""". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.                                                                                                                                                                                                                                                                                                                                                                                                                                                  """;false
101006;Liverpool;Liverpool;es;0;0;84;0.411596;7.3;9;2008-10-30;Released;false;;tt1002539;/r5vQhOvIpjBHJxciXvR9B9dPC7d.jpg;;A sailor takes a short leave to visit his hometown and see if his mother is still alive.;false
101176;The Butterfly Room;The Butterfly Room;en;0;1081;87;6.569589;5.9;38;2012-08-04;Released;false;;tt1612782;/i1B0HVS92nqvisWN5bt5Qtzun5b.jpg;Kids should never grow up;Ann, a reclusive elegant lady, with an obsession for butterflies, is befriended by the eerily beautiful young Alice. Using her seductive innocence, Alice establishes a disturbing mother daughter relationship with Ann. Lured into her twisted world, Ann soon discovers that she is not the only recipient of the girl's affections. Confronted by Alice's other lady friends, Ann's shock awakens a dark, hidden past, unchaining a spiral of madness: a series of brutal and bizarre crimes that Ann will have to commit to preserve her harmless and deceptive appearances. The only one who recognizes there's something unsettling about Ann, is nine year old Julie, her next door neighbour's daughter. With the inevitable curiosity of a child, Julie begins to;false
101226;Dear Heart;Dear Heart;en;0;0;114;0.338929;8.0;4;1964-12-02;Released;false;;tt0057999;/kCIwj6Clfaapsl1B4hUm3aIWY8Q.jpg;Two hours from now, two total strangers will meet at a hotel convention in the most unconventional love affair in years!;A lonely Ohio spinster hopes to find romance when she travels to New York City for a postmasters' convention.;false
101281;Bachelor Flat;Bachelor Flat;en;0;0;91;0.002579;0.0;0;1962-01-12;Released;false;;tt0054651;/2Z1ARd84HbDUNaTITab5jC9liyz.jpg;;Anthropology Professor Bruce Patterson (Terry Thomas) has the natural British charm that allures women automaticaly. When his fiancée Helen Bushmill (Celeste Holm) is abroad for an extended time, he has to fight the neighborhood ladies and his students away. Helen has failed to tell him that she has a seventeen year old daughter Libby (Tuesday Weld) who shows up at her mothers home unaware that she in engaged.;false
101289;See Here, Private Hargrove;See Here, Private Hargrove;en;0;0;101;0.079153;0.0;0;1944-03-18;Released;false;;tt0037256;/jnpkr3CbcVDr9s5hjE36JcHYavI.jpg;The Laughs of a Nation;Journalist Marion Hargrove enters the Army intending to supplement his income by writing about his training experiences. He muddles through basic training at Fort Bragg with the self-serving help of a couple of buddies intent on cutting themselves in on that extra income.;false
101299;The Hunger Games: Catching Fire;The Hunger Games: Catching Fire;en;130000000;847423452;146;25.309139;7.4;6656;2013-11-15;Released;false;http://www.thehungergames.movie/;tt1951264;/Hn0KgefVEp0GkdTexS6gfKTMfi.jpg;Every revolution begins with a spark.;"""Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a """"Victor's Tour"""" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.                                                                                                                                                                                                                                                                     """;false
101307;Rage;Rage;en;0;0;100;0.632678;6.4;7;1972-11-22;Released;false;;tt0069158;/rPB00HMvnFQI5pmMLcV04AC154r.jpg;They called it an accident. He called it murder. It was their conspiracy. It was his son.;An accidental nerve gas leak by the military kills not only a rancher's livestock, but also his son. When he tries to hold the military accountable for their actions, he runs up against a wall of silence.;false
101352;L'Antisémite;L'Antisémite;fr;90000;0;0;0.011549;0.0;0;2012-03-21;Released;false;;tt2397489;/jGKGPytSWZIpTBCiIxCsqMxQeN6.jpg;;;false
101362;A Cure for Love;Lekarstwo na miłość;pl;0;0;95;0.021483;0.0;0;1966-07-20;Released;false;;tt0060623;/jQTELnnstymtaE5j7mTj1dZWJVV.jpg;;"""An architect Joanna tells her friend Halina on the telephone about her love troubles and suddenly hears a nice man's voice: """"The best cure for love is an other love."""" Then she becomes a forgers dispatcher mistaken for Honorata by telephone and decides to work out a forgers secret and the secret of her new love Andrzej.                                                                                                                                                                                                                                                                                                                                                                                                                                           """;false
101383;With Byrd at the South Pole;With Byrd at the South Pole;en;0;0;82;0.10214;7.5;2;1930-06-28;Released;false;;tt0020594;/r0xkKkzUphpDqc1tHaEW6y1F7Zv.jpg;;With Byrd at the South Pole (1930) is a documentary film about Rear Admiral Richard E. Byrd and his 1st quest to the South Pole beginning at the Little America-Exploration Base. The film's soundtrack consists mostly of music and sound effects, with narration read by Floyd Gibbons. The film won at the 3rd Academy Awards for Best Cinematography.;false
101444;The Hunters of the Golden Cobra;I cacciatori del cobra d'oro;it;0;0;95;2.2E-4;5.9;4;1982-08-11;Released;false;;tt0084104;/6FCoj0P8cq3SJi4OYdeWn9rexU5.jpg;He had two choices. Find the treasure... or lose his life!;An American soldier and a British intelligence agent try to track down an ancient relic called the Golden Cobra, rumored to have supernatural powers. An early Raiders rip-off directed Antonio Margheriti.;false
101514;Quints;Quints;en;0;0;83;0.700412;5.5;15;2000-08-18;Released;false;;tt0245380;/cBlaAKJYzAt9z8h6n4IBaYj5ReU.jpg;As if life at 14 isn't twisted enough.;Jamie Grover (Kimberly J. Brown) is an only child who has always wanted out from the constant attention her parents give her. Her wish is finally granted when she finds out her mother is pregnant, but when she turns out to have quints, Jamie's life changes in ways she had never imagined. She discovers she might not want the same things her parents want for her, but nonetheless, her parents focus all of their attention on her baby brothers and sisters. But when one of her brothers gets terribly ill (from quints) she discovers that she really doesn't mind the babies, and that she does have the courage to let her parents know she has dreams of her own.;false
101538;The Gnomes' Great Adventure;The Gnomes' Great Adventure;en;0;0;75;0.377454;0.0;0;1987-01-01;Released;false;;tt0271527;/930WDD9F2PEJ2kScWAx9LB0Azz8.jpg;;David the Gnome and Swift the Fox embark on a search to find a gold treasure stolen by trolls.;false
101653;The Magnificent Yankee;The Magnificent Yankee;en;0;0;80;0.171711;5.0;1;1950-12-20;Released;false;;tt0042702;/955MytM7k6AOSji6Rxeso2Ygy57.jpg;;Director John Sturges' 1950 film biography of Oliver Wendell Holmes stars Louis Calhern, Ann Harding.and Richard Anderson.;false
101715;Unguarded;Unguarded;en;0;0;77;0.061341;9.5;1;2011-11-01;Released;false;http://espn.go.com/espn/espnfilms/story/_/id/6961212/un;tt2077005;/yU0C47jZNBvvBdzW5EsFY5lH59c.jpg;;"""Chris Herren was a """"can't miss"""" basketball superstar until drug addiction eventually destroyed his career. With the support of his wife and family, Herren struggles to conquer his demons and reclaim his life.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           """;false
1018;Mulholland Drive;Mulholland Drive;en;15000000;20117339;147;18.184056;7.7;1517;2001-05-16;Released;false;;tt0166924;/oKyY4TFaLjQTgyX8oRde82GinOw.jpg;An actress longing to be a star. A woman searching for herself. Both worlds will collide... on Mulholland Drive.;After a car wreck on the winding Mulholland Drive renders a woman amnesic, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.;false
101801;Year of the Devil;Rok ďábla;cs;0;0;88;0.329938;7.7;6;2002-03-07;Released;false;;tt0282917;/2sTMumJQvlOLJg4QyM9rhJtXCNn.jpg;A sad comedy about angels;Documentary maker Jan Holman follows the ultrafamous singer/songwriter Jaromír Novahica during his tour with the band Cechomor. The combination is very succesful, but it draws a heavy toll on the band members and Jan Holman.;false
101803;Sam Peckinpah: Man of Iron;Sam Peckinpah: Man of Iron;en;0;0;90;0.001021;8.0;1;1993-06-29;Released;false;;tt0300444;/peLpmC0FNcSZWq5FcWkdgm8RStG.jpg;;This straight-talking program seeks to understand the enigmatic and controversial Sam Peckinpah, whose violent films such as The Wild Bunch and Straw Dogs had a telling effect on the cinema of the 1970s and 80s. Those who knew and worked with him, including actor James Coburn, actress Ali MacGraw, his associate Katherine Haber, his cousin Bob Peckinpah, and several screenwriters and producers, examine his life in an attempt to separate the man from the persona. Clips from key films reinforce this detailed discussion of Peckinpah's art and a fixation on violence that still permeates Hollywood today.;false
101887;Spinning Boris;Spinning Boris;en;0;0;112;0.209434;6.0;4;2003-10-23;Released;false;;tt0324619;/ivB4ZLCXmF1TkzwmNcjD4TFa8bY.jpg;;Russian political elite hires American consultants to help with President Yeltsin's re-election campaign when his approval rating is down to single digits.;false
101897;Boris and Natasha;Boris and Natasha;en;0;0;87;0.768828;1.8;5;1992-04-17;Released;false;;tt0101500;/8Rzs3Czz5OrorsiOCFuLTOiA1gk.jpg;It's good to be bad!;The classic Bullwinkle villains Boris and Natasha are brought to life in their first full-length movie.  1992  Sally Kellerman  Dave Thomas  John Candy  Alex Rocco;false
101904;Through the Forest;À travers la forêt;fr;0;0;65;0.312404;6.0;3;2005-10-12;Released;false;;tt0477404;/35DoWeaFWTdPD226OWCKU7j55pO.jpg;;After the death of Renaud, her boyfriend, Armelle can't possibly take him out of her mind. Her sister advises her to see a medium, in whose house she meets a boy who strangely looks like Renaud...;false
101908;Shanghai Dreams;青红;zh;0;0;123;0.334025;5.6;8;2005-06-03;Released;false;;tt0456658;/5AIYASWXNr2oCN9pQHaQIEN87gd.jpg;;In the 1960s, encouraged by the government, a large number of families leave Chinese cities to settle in the poorer regions of the country, in order to develop local industry. The film's main character is a 19 year old girl who lives in the Guizhou province, where her parents have settled. That's where she has grown up, where her friends are and where she first experiences love. But her father believes that their future lies in Shanghai. How can they all keep on living together when they don't share the same dreams?;false
101916;Live Once, Die Twice;Live Once, Die Twice;en;0;0;120;0.374604;1.5;2;2006-02-20;Released;false;;tt0469810;/s7Cze58VHCEVt62V7ijkqzo8cp1.jpg;;Nicole Lauker unexpectedly loses her husband to a boating explosion accident that claims the lives of two people. An FBI investigation sparks speculation that it may not have been an accident after all.;false
102;Open Hearts;Elsker dig for evigt;da;0;0;113;6.818513;6.8;27;2002-09-06;Released;false;;tt0315543;/hOrV2fCw2kmSiS4ZMGFPfXqr3lt.jpg;;Cecilie and Joachim are about to get married when a freak car accident leaves Joachim disabled, throwing their lives into a spin. The driver of the other car, Marie, and her family don’t get off lightly, either. Her husband Niels works in the hospital where he meets Cecilie and falls madly in love with her.;false
102039;Mock Up on Mu;Mock Up on Mu;en;0;0;114;0.107888;8.0;2;2008-01-14;Released;false;;tt1263692;/bfL66a8c2PFWbMfJ8eSquSykkTD.jpg;;"""A radical hybrid of spy, sci-fi, Western, and even horror genres, Craig Baldwin's Mock Up On Mu cobbles together a feature-length """"collage-narrative"""" based on (mostly) true stories of California's post-War sub-cultures of rocket pioneers, alternative religions, and Beat lifestyles. Pulp-serial snippets, industrial-film imagery, and B- (and Z-) fiction clips are intercut with newly shot live-action material, powering a playful, allegorical trajectory through the now-mythic occult matrix of Jack Parsons (Crowleyite founder of the Jet Propulsion Lab), L.Ron Hubbard (sci-fi author turned cult-leader), and Marjorie Cameron (bohemian artist and """"mother of the New Age movement""""). Their intertwined tales spin out into a speculative farce on the """;false
102051;Unicorn City;Unicorn City;en;0;0;103;1.495721;5.5;15;2012-02-24;Released;false;http://www.unicorncity.com/;tt1734589;/ygJmUYee8kvL1V1aPY6MvDFHnrR.jpg;You are what you pretend to be;Voss entices local gamers to create a utopia to impress a potential employer, but paradise is disrupted when his nemesis lays claim to the city and Voss's true love.;false
102051;Unicorn City;Unicorn City;en;0;0;103;1.495721;5.5;15;2012-02-24;Released;false;http://www.unicorncity.com/;tt1734589;/ygJmUYee8kvL1V1aPY6MvDFHnrR.jpg;You are what you pretend to be;Voss entices local gamers to create a utopia to impress a potential employer, but paradise is disrupted when his nemesis lays claim to the city and Voss's true love.;false
102078;The Deep Six;The Deep Six;en;0;0;105;0.71938;4.5;2;1958-01-15;Released;false;;tt0050298;/sPp7JCWM3NMlVdEn8VoFDvTa2EJ.jpg;We'll get there and we'll get 'em out!;The conflict between duty and conscience is explored in the WWII drama The Deep Six. Alan Ladd stars as Naval gunnery officer Alec Austin, a Quaker whose sincere pacifist sentiments do not sit well with his crew members. When he refuses to fire upon an unidentified plane, the word spreads that Austin cannot be relied upon in battle (never mind that the plane turns out to be one of ours). To prove that he's worthy of command, Austin volunteers for a dangerous mission: the rescue of a group of US pilots on a Japanese-held island. The ubiquitous William Bendix costars as Frenchy Shapiro (!), Austin's Jewish petty officer and severest critic. If the film has a villain, it is Keenan Wynn as ambitious Lt. Commander Edge, who seems to despise a;false
102165;The Mountain Road;The Mountain Road;en;0;0;102;0.223814;7.0;1;1960-06-15;Released;false;;tt0054095;/hhcPwqaqEAm4ZxvlthmxqFeXaGr.jpg;Flaming skies... blasted earth... the touch of love!;In 1944, in eastern part of China, U.S.Army Major Baldwin and his volunteer team of demolition engineers are left behind the retreating Chinese forces. Their task is to slow down the Japanese advance into eastern China by blowing up bridges, roads, airfields and munitions dumps. They start by blowing up an American airfield and ammo dump. They receive the order to destroy a vital bridge over a mountain pass.The team uses a few army trucks to move around. At the bridge, they encounter a Nationalist Chinese Army unit in charge of guarding the bridge. Thanks to an American soldier who speaks some Chinese, Major Baldwin requests the permission, from the Chinese commander, to blow up the bridge.The Chinese colonel agrees but asks the American;false
102197;The Spy;Шпион;ru;6000000;4588176;99;1.822246;4.6;10;2012-04-05;Released;false;;tt2321517;/u8y8Cb9rYbzPDIpGo6pcYDdQYZO.jpg;;Spring 1941. Center of Moscow. Duel of the two intelligence services turns more and more tense.;false
102242;Something to Sing About;Something to Sing About;en;0;0;87;0.636558;5.3;2;2000-06-10;Released;false;;tt0246937;/aPck2f1maZAqG8oKMyd9ObXGGrj.jpg;;Tommy (Darius McCrary) is a troubled young man with a history of crime. When he meets Memaw, an elderly lady, the two form a special bond with Memaw encouraging Charlie to sing in the local church choir, a talent he has ignored until now. While Charlie excels in church, his old friend G. Smooth remains skeptical and stays on the streets. SOMETHING TO SING ABOUT is a heartwarming film with a lot of spirit and some great singing talent on display. Featuring a cameo by Rev. Billy Graham.;false
102286;Fate Is the Hunter;Fate Is the Hunter;en;0;0;106;1.640499;7.0;5;1964-11-08;Released;false;;tt0058091;/y3Vfs7DbIHkJaJOgREwpR0VEd3k.jpg;He played with death to prove a theory;A man refuses to believe that pilot error caused a fatal crash, and persists in looking for another reason. Airliner crashes near Los Angeles due to unusual string of coincidences. Stewardess, who is sole survivor, joins airline executives in discovering the causes of the crash.;false
102292;A Bottle in the Gaza Sea;Une bouteille à la mer;fr;0;0;100;1.083526;7.0;14;2011-10-08;Released;false;;tt2082496;/mbm4m7FfeIf5nf48CrGgnBqQPC9.jpg;;Tai is 17 years old. Naim is 20. She's Israeli. He's Palestinian. She lives in Jerusalem. He lives in Gaza. They were born in a land of scorched earth, where fathers bury their children. They must endure an explosive situation that is not of their choosing at an age where young people are falling in love and taking their place in adult life. A bottle thrown in the sea and a correspondence by email nurture the slender hope that their relationship might give them the strength to confront this harsh reality to grapple with it, and thereby ever so slightly change it. Only 60 miles separate them but how many bombings, check-points, sleepless nights and bloodstained days stand between them?;false
1023;Adam's Apples;Adams æbler;da;3700000;0;94;6.044534;7.4;190;2005-04-15;Released;false;;tt0418455;/ysLgwV21cnoI9nkWIvdZWqJuwjE.jpg;;A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.;false
102305;August Evening;August Evening;en;0;0;128;0.038979;5.0;1;2007-06-21;Released;false;;tt1020936;/a1wdTHHf5JnaFg8G0f6lpN0BrMO.jpg;;A film about a  farm worker named Jaime and his young, widowed daughter-in-law, Lupe, as their lives are in turmoil.;false
1024;Heavenly Creatures;Heavenly Creatures;en;5000000;3049135;99;9.438042;6.9;299;1994-09-02;Released;false;http://www.miramax.com/movie/heavenly-creatures;tt0110005;/5ek49TUeqStPmKwNdxrCSUAdXNe.jpg;From a secret world no one could see... came a crime no one could believe.;Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.;false
102419;Hotel Reserve;Hotel Reserve;en;0;0;79;0.955925;6.3;3;1944-06-01;Released;false;;tt0036929;/zkV2EkT75xONVUJHkzaJ4CV6fnm.jpg;;A hunt for a spy, in an hotel in the South of France just before World War Two.;false
102461;A Single Girl;La fille seule;fr;0;0;90;1.813577;6.8;8;1995-05-29;Released;false;;tt0113057;/3XbpQPwm8Ch2KoTjPWSBZM9dFZy.jpg;;A young Parisian must make major decisions about pregnancy, a job and her boyfriend.;false
102517;Sebastian Maniscalco: What's Wrong with People?;Sebastian Maniscalco: What's Wrong with People?;en;0;0;75;0.110506;7.0;2;2012-01-05;Released;false;;tt2215489;/cNp7wOsUjGyDmVtz6yKxuYINjR3.jpg;;"""""""What's Wrong with People?"""" asks Sebastian Maniscalco, as he hilariously tries to bridge the Italian-American Old World he grew up in with the contemporary frenetic world we all live in today.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           """;false
